ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
5755,32,management,single,tertiary,no,3981,yes,no,cellular,15,apr,362,1,271,1,failure,0
5756,37,management,married,tertiary,no,425,yes,no,unknown,20,may,226,1,-1,0,unknown,0
5757,54,management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,-1,0,unknown,0
5758,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,0
5759,60,services,divorced,primary,no,58,no,yes,cellular,11,jul,165,2,-1,0,unknown,0
5760,27,technician,single,secondary,no,1187,no,no,cellular,28,jan,120,2,-1,0,unknown,0
5761,52,technician,married,tertiary,no,3440,yes,no,cellular,9,jul,194,1,-1,0,unknown,0
5762,42,management,married,tertiary,no,199,yes,no,cellular,9,jul,497,1,-1,0,unknown,0
5763,34,blue-collar,married,secondary,no,3990,yes,no,cellular,18,nov,591,2,117,7,failure,0
5764,36,technician,married,secondary,no,-90,yes,no,cellular,28,jul,110,3,-1,0,unknown,0
5765,32,admin.,married,secondary,no,205,no,no,cellular,18,jul,197,3,-1,0,unknown,0
5766,30,services,married,secondary,no,-932,no,no,unknown,27,may,349,3,-1,0,unknown,0
5767,44,management,divorced,tertiary,no,1379,yes,no,unknown,30,may,119,1,-1,0,unknown,0
5768,43,blue-collar,divorced,secondary,no,338,yes,no,unknown,8,may,116,1,-1,0,unknown,0
5769,31,services,married,secondary,no,203,no,no,cellular,9,jul,359,1,-1,0,unknown,0
5770,50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,unknown,0
5771,42,blue-collar,married,primary,no,714,yes,no,unknown,21,may,18,28,-1,0,unknown,0
5772,31,blue-collar,married,secondary,no,3298,yes,no,unknown,21,may,175,2,-1,0,unknown,0
5773,35,technician,single,secondary,no,915,no,yes,cellular,26,aug,89,3,-1,0,unknown,0
5774,53,retired,divorced,secondary,no,797,no,no,unknown,20,jun,14,6,-1,0,unknown,0
5775,48,self-employed,married,tertiary,no,3118,no,no,cellular,13,aug,371,2,-1,0,unknown,0
5776,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown,0
5777,28,services,divorced,secondary,no,6,yes,yes,cellular,5,may,211,2,278,23,other,0
5778,51,services,married,secondary,no,5699,yes,no,cellular,30,jan,436,1,270,2,failure,0
5779,25,technician,married,secondary,no,-276,yes,no,unknown,4,jun,105,1,-1,0,unknown,0
5780,40,services,married,secondary,no,-212,yes,yes,unknown,23,may,54,1,-1,0,unknown,0
5781,26,technician,single,tertiary,no,468,yes,no,cellular,14,may,221,2,364,1,failure,0
5782,40,entrepreneur,divorced,unknown,no,2418,yes,yes,unknown,2,jun,181,16,-1,0,unknown,0
5783,41,management,married,tertiary,no,1495,yes,no,cellular,19,nov,210,2,-1,0,unknown,0
5784,51,entrepreneur,married,secondary,no,5403,yes,no,cellular,19,nov,698,1,-1,0,unknown,0
5785,56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,0
5786,28,entrepreneur,single,secondary,no,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,0
5787,29,blue-collar,married,primary,no,1101,yes,yes,unknown,28,may,165,1,-1,0,unknown,0
5788,56,retired,married,secondary,no,415,no,no,cellular,22,aug,158,2,-1,0,unknown,0
5789,27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,unknown,0
5790,30,management,married,tertiary,no,319,yes,yes,cellular,16,jul,91,2,-1,0,unknown,0
5791,30,services,married,secondary,no,137,no,no,cellular,4,jul,407,1,-1,0,unknown,0
5792,60,admin.,married,secondary,no,1541,no,no,cellular,8,jul,90,3,-1,0,unknown,0
5793,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown,0
5794,31,technician,married,tertiary,no,5119,no,no,cellular,21,nov,74,1,-1,0,unknown,0
5795,35,management,married,tertiary,no,337,no,no,cellular,11,aug,177,5,-1,0,unknown,0
5796,46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,unknown,0
5797,35,technician,single,tertiary,no,174,yes,no,cellular,5,may,105,1,-1,0,unknown,0
5798,53,management,married,tertiary,no,1014,no,yes,cellular,19,nov,59,2,-1,0,unknown,0
5799,34,services,single,secondary,no,-92,yes,no,unknown,27,may,236,1,-1,0,unknown,0
5800,46,management,married,tertiary,no,2851,yes,yes,cellular,15,may,77,4,-1,0,unknown,0
5801,58,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,24,4,-1,0,unknown,0
5802,38,blue-collar,married,secondary,no,730,yes,no,cellular,20,apr,19,5,328,8,other,0
5803,49,management,married,tertiary,no,1105,yes,no,cellular,21,nov,13,3,113,2,other,0
5804,40,services,married,secondary,no,961,no,yes,cellular,19,nov,589,1,133,4,other,0
5805,38,blue-collar,married,secondary,no,1391,yes,no,telephone,5,jun,614,2,-1,0,unknown,0
5806,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,0
5807,51,blue-collar,married,secondary,no,3370,yes,no,cellular,11,may,59,1,-1,0,unknown,0
5808,41,admin.,single,secondary,no,100,yes,no,telephone,24,jul,153,2,-1,0,unknown,0
5809,58,retired,married,secondary,no,4725,no,no,cellular,5,aug,241,1,-1,0,unknown,0
5810,36,management,single,tertiary,no,0,yes,no,unknown,27,may,88,2,-1,0,unknown,0
5811,38,unemployed,single,secondary,no,2876,no,no,cellular,2,feb,245,2,-1,0,unknown,0
5812,37,management,married,secondary,no,510,yes,no,cellular,21,aug,154,6,-1,0,unknown,0
5813,42,blue-collar,married,secondary,yes,-29,no,yes,cellular,8,jul,294,2,-1,0,unknown,0
5814,34,blue-collar,married,primary,no,2798,yes,no,cellular,20,apr,297,4,-1,0,unknown,0
5815,31,management,single,tertiary,no,0,yes,yes,cellular,14,may,117,3,352,3,failure,0
5816,50,technician,divorced,secondary,no,3656,no,no,cellular,12,aug,509,2,-1,0,unknown,0
5817,56,management,married,tertiary,no,3610,yes,no,cellular,19,nov,162,4,-1,0,unknown,0
5818,24,technician,single,secondary,yes,-1329,yes,no,cellular,18,may,50,1,356,2,other,0
5819,55,blue-collar,married,secondary,no,983,no,no,telephone,11,jul,41,2,-1,0,unknown,0
5820,44,technician,married,secondary,no,2857,no,no,cellular,5,aug,318,2,-1,0,unknown,0
5821,38,self-employed,married,tertiary,no,526,no,no,cellular,27,aug,86,11,-1,0,unknown,0
5822,28,admin.,married,secondary,no,629,yes,no,cellular,29,jan,107,1,245,2,other,0
5823,38,technician,single,secondary,no,12926,yes,no,unknown,3,jun,280,1,-1,0,unknown,0
5824,29,management,single,tertiary,no,502,no,no,cellular,12,apr,366,2,199,3,other,0
5825,32,management,single,tertiary,no,0,no,no,unknown,16,may,91,1,-1,0,unknown,0
5826,31,management,single,tertiary,no,83,no,no,cellular,4,aug,144,2,-1,0,unknown,0
5827,60,retired,single,tertiary,no,568,no,no,unknown,17,jun,81,1,-1,0,unknown,0
5828,36,blue-collar,married,secondary,no,7265,no,no,unknown,17,jun,243,1,-1,0,unknown,0
5829,33,management,married,tertiary,no,2604,no,no,cellular,8,aug,167,2,-1,0,unknown,0
5830,32,management,married,tertiary,no,2516,no,no,cellular,17,nov,595,1,-1,0,unknown,0
5831,24,admin.,single,secondary,no,1055,no,no,cellular,21,jul,338,1,-1,0,unknown,0
5832,38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,56,1,-1,0,unknown,0
5833,33,management,single,tertiary,no,1308,no,no,cellular,7,aug,194,6,-1,0,unknown,0
5834,46,technician,married,tertiary,no,4176,yes,no,unknown,12,jun,153,6,-1,0,unknown,0
5835,38,management,married,tertiary,no,881,no,yes,unknown,6,jun,79,2,-1,0,unknown,0
5836,40,unknown,married,unknown,no,35,no,no,unknown,19,jun,40,1,-1,0,unknown,0
5837,37,technician,single,secondary,no,0,no,no,cellular,4,aug,69,2,-1,0,unknown,0
5838,46,services,married,secondary,no,2703,no,no,cellular,11,aug,211,6,-1,0,unknown,0
5839,38,admin.,married,secondary,no,137,yes,no,cellular,31,jul,27,22,-1,0,unknown,0
5840,37,admin.,married,secondary,no,373,no,no,cellular,29,aug,98,10,-1,0,unknown,0
5841,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,0
5842,51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324,1,-1,0,unknown,0
5843,57,blue-collar,married,primary,no,1460,no,no,unknown,13,may,91,2,-1,0,unknown,0
5844,58,retired,divorced,secondary,yes,-397,no,yes,cellular,14,aug,386,1,-1,0,unknown,0
5845,32,blue-collar,single,secondary,yes,130,no,no,unknown,26,jun,406,2,-1,0,unknown,0
5846,39,management,married,tertiary,no,2939,no,no,cellular,29,jun,385,1,165,2,success,0
5847,45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,0
5848,34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,0
5849,34,admin.,married,tertiary,no,10,no,no,cellular,22,may,81,1,-1,0,unknown,0
5850,37,blue-collar,single,secondary,no,3111,yes,no,cellular,21,nov,9,3,185,2,failure,0
5851,27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,unknown,0
5852,32,management,single,tertiary,no,2515,no,yes,cellular,19,nov,223,2,-1,0,unknown,0
5853,46,management,married,secondary,no,231,no,yes,cellular,4,aug,243,1,-1,0,unknown,0
5854,51,technician,married,secondary,no,47,no,no,cellular,18,aug,54,4,-1,0,unknown,0
5855,25,technician,single,tertiary,no,2206,yes,no,cellular,15,jun,114,1,-1,0,unknown,0
5856,33,services,single,secondary,no,310,yes,no,cellular,12,may,54,2,371,1,failure,0
5857,53,management,divorced,tertiary,no,2245,no,no,cellular,24,mar,125,2,-1,0,unknown,0
5858,51,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17,8,-1,0,unknown,0
5859,46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,unknown,0
5860,30,services,married,secondary,no,1808,yes,no,cellular,18,may,83,2,-1,0,unknown,0
5861,60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,unknown,0
5862,32,management,single,tertiary,no,6359,no,no,cellular,6,aug,184,1,-1,0,unknown,0
5863,26,blue-collar,single,primary,no,17,yes,no,cellular,15,may,86,2,367,2,failure,0
5864,37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199,1,-1,0,unknown,0
5865,34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,0
5866,30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,17,-1,0,unknown,0
5867,44,blue-collar,single,primary,no,287,no,no,cellular,29,jan,301,1,-1,0,unknown,0
5868,31,technician,single,tertiary,no,110,no,no,cellular,21,aug,238,4,-1,0,unknown,0
5869,44,admin.,married,secondary,no,248,no,no,unknown,6,jun,18,1,-1,0,unknown,0
5870,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,0
5871,41,blue-collar,married,unknown,no,225,yes,no,unknown,7,may,690,2,-1,0,unknown,0
5872,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,0
5873,55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown,0
5874,36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,0
5875,51,services,married,secondary,no,135,no,no,cellular,25,aug,105,4,-1,0,unknown,0
5876,48,self-employed,single,unknown,no,0,no,no,unknown,18,jun,453,1,-1,0,unknown,0
5877,38,blue-collar,divorced,secondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure,0
5878,54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,0,unknown,0
5879,31,blue-collar,single,secondary,no,178,yes,no,cellular,15,may,415,1,360,5,failure,0
5880,40,services,married,secondary,no,405,no,no,unknown,20,jun,87,3,-1,0,unknown,0
5881,34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,256,2,-1,0,unknown,0
5882,37,services,married,secondary,no,1616,yes,no,cellular,28,jul,418,3,-1,0,unknown,0
5883,48,services,divorced,secondary,no,105,no,no,cellular,31,jul,111,2,-1,0,unknown,0
5884,39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,0
5885,30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,0
5886,70,retired,married,secondary,no,2064,no,no,cellular,22,oct,334,1,-1,0,unknown,0
5887,35,admin.,divorced,secondary,no,0,no,no,cellular,30,jul,186,6,-1,0,unknown,0
5888,36,technician,married,secondary,no,6384,yes,yes,cellular,27,feb,59,1,101,1,failure,0
5889,48,technician,married,secondary,no,466,no,no,cellular,19,aug,99,7,-1,0,unknown,0
5890,53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,unknown,0
5891,55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,312,1,-1,0,unknown,0
5892,37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,0
5893,35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,0
5894,30,admin.,single,tertiary,no,732,no,no,cellular,20,nov,179,1,-1,0,unknown,0
5895,34,blue-collar,single,secondary,no,62,yes,no,cellular,14,may,105,1,-1,0,unknown,0
5896,55,housemaid,married,primary,no,10,no,no,cellular,4,feb,174,3,-1,0,unknown,0
5897,57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,97,2,-1,0,unknown,0
5898,38,services,single,secondary,no,70,yes,no,cellular,15,may,150,3,-1,0,unknown,0
5899,34,management,married,tertiary,no,7384,no,no,cellular,21,nov,69,2,-1,0,unknown,0
5900,32,technician,married,secondary,no,0,yes,yes,cellular,10,jul,428,1,-1,0,unknown,0
5901,57,blue-collar,married,primary,no,403,yes,no,telephone,17,feb,63,2,-1,0,unknown,0
5902,26,blue-collar,married,primary,no,595,yes,yes,cellular,18,may,222,3,-1,0,unknown,0
5903,51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,0
5904,31,admin.,married,secondary,no,1130,yes,no,cellular,23,jul,236,5,-1,0,unknown,0
5905,55,housemaid,married,primary,no,1000,yes,no,unknown,16,may,178,1,-1,0,unknown,0
5906,41,technician,married,secondary,no,3029,yes,no,cellular,17,nov,251,2,-1,0,unknown,0
5907,55,management,married,secondary,no,190,no,no,unknown,9,jun,271,2,-1,0,unknown,0
5908,41,management,married,tertiary,no,-608,yes,no,cellular,19,nov,12,6,-1,0,unknown,0
5909,59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,0,unknown,0
5910,65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,0
5911,70,blue-collar,married,primary,no,3075,no,no,telephone,10,aug,74,1,-1,0,unknown,0
5912,35,self-employed,married,tertiary,no,844,yes,no,unknown,8,may,60,1,-1,0,unknown,0
5913,57,retired,married,tertiary,no,1458,no,no,telephone,4,may,89,5,-1,0,unknown,0
5914,39,blue-collar,married,primary,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,0
5915,37,blue-collar,married,primary,no,3977,yes,no,cellular,17,apr,264,1,-1,0,unknown,0
5916,37,management,single,tertiary,no,-70,no,yes,cellular,29,jan,147,2,-1,0,unknown,0
5917,33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,107,2,-1,0,unknown,0
5918,51,blue-collar,married,unknown,no,296,no,no,cellular,17,apr,177,1,-1,0,unknown,0
5919,29,technician,single,secondary,no,213,yes,no,cellular,15,may,174,1,361,1,failure,0
5920,33,services,single,secondary,no,329,yes,yes,cellular,7,jul,227,4,-1,0,unknown,0
5921,29,admin.,single,tertiary,no,2904,yes,no,unknown,27,may,33,1,-1,0,unknown,0
5922,51,blue-collar,married,primary,no,6343,yes,no,cellular,26,aug,28,20,-1,0,unknown,0
5923,56,housemaid,divorced,secondary,no,0,no,no,unknown,15,may,103,1,-1,0,unknown,0
5924,46,services,single,secondary,no,897,yes,no,telephone,18,nov,82,2,-1,0,unknown,0
5925,29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown,0
5926,46,services,married,unknown,no,72,yes,no,cellular,15,may,165,3,-1,0,unknown,0
5927,56,services,married,secondary,no,4763,yes,no,telephone,28,jul,106,6,-1,0,unknown,0
5928,35,technician,single,tertiary,no,2012,yes,no,unknown,20,may,413,2,-1,0,unknown,0
5929,48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,0
5930,30,blue-collar,married,secondary,no,3,yes,yes,cellular,12,may,326,2,-1,0,unknown,0
5931,43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,0
5932,41,management,married,secondary,no,1273,no,no,unknown,20,jun,73,3,-1,0,unknown,0
5933,35,technician,single,tertiary,no,5251,yes,no,unknown,17,jun,176,15,-1,0,unknown,0
5934,30,blue-collar,single,secondary,no,397,yes,no,unknown,28,may,536,7,-1,0,unknown,0
5935,30,technician,single,tertiary,no,-241,yes,no,unknown,28,may,147,1,-1,0,unknown,0
5936,49,blue-collar,married,secondary,no,395,no,yes,cellular,30,jul,188,3,-1,0,unknown,0
5937,56,management,married,secondary,no,0,no,no,telephone,18,nov,189,1,-1,0,unknown,0
5938,54,technician,divorced,secondary,no,1252,yes,no,cellular,11,may,101,1,350,1,failure,0
5939,36,blue-collar,married,primary,no,856,yes,no,cellular,31,jul,39,10,-1,0,unknown,0
5940,40,management,married,secondary,no,408,yes,no,unknown,20,jun,37,4,-1,0,unknown,0
5941,48,blue-collar,divorced,primary,no,0,no,no,cellular,11,jul,324,2,-1,0,unknown,0
5942,39,blue-collar,married,unknown,no,0,yes,no,unknown,26,may,470,1,-1,0,unknown,0
5943,54,blue-collar,divorced,primary,no,2062,yes,no,unknown,14,may,438,2,-1,0,unknown,0
5944,32,management,single,tertiary,no,0,no,no,cellular,27,aug,121,2,-1,0,unknown,0
5945,61,housemaid,married,primary,no,368,no,no,cellular,8,aug,62,3,-1,0,unknown,0
5946,34,housemaid,married,tertiary,no,897,no,no,cellular,12,aug,197,4,-1,0,unknown,0
5947,37,admin.,married,secondary,no,-557,yes,yes,cellular,15,may,284,15,-1,0,unknown,0
5948,41,management,married,tertiary,no,30,yes,no,cellular,15,may,101,4,291,6,failure,0
5949,19,student,single,unknown,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,0
5950,54,services,married,secondary,no,2719,yes,no,cellular,17,nov,166,2,171,2,failure,0
5951,52,blue-collar,married,primary,no,1409,yes,no,unknown,19,jun,224,1,-1,0,unknown,0
5952,22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,0,unknown,0
5953,57,retired,single,unknown,no,411,no,yes,cellular,31,jul,45,29,-1,0,unknown,0
5954,32,blue-collar,single,secondary,no,2696,yes,no,cellular,20,nov,564,2,183,1,failure,0
5955,48,blue-collar,married,primary,no,-83,no,no,cellular,14,aug,136,3,-1,0,unknown,0
5956,57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown,0
5957,41,management,married,primary,no,243,yes,no,cellular,2,feb,199,1,-1,0,unknown,0
5958,51,blue-collar,married,secondary,no,-286,yes,no,unknown,9,may,70,1,-1,0,unknown,0
5959,29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown,0
5960,54,blue-collar,single,secondary,no,1633,yes,no,unknown,4,oct,12,1,-1,0,unknown,0
5961,42,management,married,tertiary,no,37,no,no,cellular,21,aug,299,1,-1,0,unknown,0
5962,45,management,married,tertiary,no,7154,yes,no,cellular,31,jul,393,3,-1,0,unknown,0
5963,35,technician,single,tertiary,no,755,no,no,cellular,14,aug,125,2,-1,0,unknown,0
5964,40,management,married,secondary,no,156,no,no,cellular,19,nov,357,1,-1,0,unknown,0
5965,32,services,married,secondary,no,3756,yes,no,unknown,4,jun,85,3,-1,0,unknown,0
5966,43,admin.,married,tertiary,no,1317,yes,no,cellular,4,feb,112,1,-1,0,unknown,0
5967,61,retired,married,secondary,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,0
5968,39,services,married,secondary,no,453,yes,yes,unknown,20,may,184,1,-1,0,unknown,0
5969,30,unemployed,married,secondary,no,1566,no,no,cellular,19,nov,73,1,-1,0,unknown,0
5970,36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,0
5971,35,management,married,tertiary,no,753,no,no,cellular,27,aug,111,9,-1,0,unknown,0
5972,36,unemployed,single,tertiary,no,577,yes,no,unknown,30,may,155,1,-1,0,unknown,0
5973,28,admin.,married,tertiary,no,153,yes,no,cellular,5,jun,77,1,-1,0,unknown,0
5974,43,management,single,secondary,no,1063,yes,no,cellular,5,feb,141,3,-1,0,unknown,0
5975,53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,0
5976,47,services,divorced,secondary,no,287,no,no,unknown,20,jun,63,1,-1,0,unknown,0
5977,51,management,married,tertiary,no,19313,no,no,telephone,21,nov,36,1,-1,0,unknown,0
5978,42,admin.,married,secondary,no,679,yes,no,unknown,15,may,194,2,-1,0,unknown,0
5979,37,self-employed,married,secondary,no,2235,no,no,unknown,18,jun,94,1,-1,0,unknown,0
5980,38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,unknown,0
5981,32,management,single,tertiary,no,3,yes,no,unknown,8,may,161,1,-1,0,unknown,0
5982,55,management,married,tertiary,no,42,yes,no,telephone,11,may,386,2,-1,0,unknown,0
5983,43,entrepreneur,single,secondary,no,5705,no,yes,cellular,16,jul,173,2,-1,0,unknown,0
5984,35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,0
5985,46,unemployed,married,secondary,no,46,no,no,telephone,29,aug,74,2,-1,0,unknown,0
5986,55,blue-collar,married,unknown,no,196,no,no,cellular,21,aug,168,2,-1,0,unknown,0
5987,35,technician,married,secondary,no,18,yes,yes,cellular,14,may,62,2,-1,0,unknown,0
5988,33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,3,367,4,other,0
5989,49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,unknown,0
5990,32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,unknown,0
5991,28,blue-collar,married,primary,no,674,yes,no,telephone,20,apr,22,1,-1,0,unknown,0
5992,34,student,single,unknown,no,5969,no,no,cellular,23,jun,442,2,292,10,failure,0
5993,37,technician,single,secondary,no,300,no,no,cellular,12,aug,82,1,-1,0,unknown,0
5994,37,management,married,tertiary,no,34,yes,no,unknown,2,jun,100,2,-1,0,unknown,0
5995,36,technician,single,secondary,no,966,no,no,cellular,8,oct,135,2,91,13,failure,0
5996,28,technician,single,secondary,no,631,no,no,cellular,29,apr,835,7,-1,0,unknown,0
5997,50,services,divorced,secondary,no,81,no,no,cellular,8,may,746,2,-1,0,unknown,0
5998,33,management,married,tertiary,no,862,yes,no,cellular,8,aug,166,3,-1,0,unknown,0
5999,39,management,married,secondary,no,315,yes,no,telephone,17,apr,141,4,-1,0,unknown,0
6000,34,management,single,tertiary,no,28,yes,no,cellular,14,may,175,1,358,2,failure,0
6001,32,blue-collar,married,secondary,no,112,yes,no,cellular,20,apr,311,1,321,1,other,0
6002,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,0
6003,40,technician,married,secondary,no,998,no,no,cellular,7,aug,133,7,-1,0,unknown,0
6004,53,technician,married,secondary,no,879,no,no,cellular,5,aug,176,1,-1,0,unknown,0
6005,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,0
6006,31,management,married,tertiary,no,2395,no,no,cellular,27,apr,218,1,-1,0,unknown,0
6007,37,admin.,married,secondary,no,313,yes,no,unknown,19,jun,11,7,-1,0,unknown,0
6008,84,retired,married,primary,no,1791,no,no,telephone,30,oct,62,3,-1,0,unknown,0
6009,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown,0
6010,34,management,married,tertiary,no,4131,yes,no,unknown,27,may,172,7,-1,0,unknown,0
6011,47,technician,married,secondary,no,356,no,no,cellular,29,jul,44,5,-1,0,unknown,0
6012,35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,unknown,0
6013,50,admin.,married,secondary,no,1917,yes,no,unknown,14,may,200,2,-1,0,unknown,0
6014,27,services,single,secondary,no,0,no,no,cellular,1,jun,181,1,-1,0,unknown,0
6015,46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,unknown,0
6016,44,services,married,secondary,no,1106,yes,no,telephone,23,jul,239,11,-1,0,unknown,0
6017,28,management,single,tertiary,no,320,yes,no,cellular,30,apr,239,1,-1,0,unknown,0
6018,67,retired,married,unknown,no,714,no,no,cellular,9,sep,372,1,-1,0,unknown,0
6019,34,blue-collar,married,primary,no,431,yes,no,cellular,15,may,514,1,-1,0,unknown,0
6020,32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,0
6021,31,admin.,single,secondary,no,40,no,no,cellular,4,aug,158,1,104,2,failure,0
6022,41,admin.,married,secondary,no,16517,no,no,cellular,18,nov,1268,2,-1,0,unknown,0
6023,34,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,32,1,181,1,failure,0
6024,25,management,single,tertiary,no,380,no,no,cellular,12,jul,167,1,-1,0,unknown,0
6025,56,retired,married,secondary,no,344,yes,no,unknown,15,may,221,1,-1,0,unknown,0
6026,40,admin.,married,primary,no,1314,yes,no,unknown,29,may,284,1,-1,0,unknown,0
6027,43,services,married,secondary,no,14679,yes,no,cellular,20,nov,165,3,-1,0,unknown,0
6028,26,services,single,secondary,no,598,yes,no,cellular,5,feb,401,2,272,1,other,0
6029,36,blue-collar,single,tertiary,no,3649,yes,no,cellular,20,nov,399,2,156,2,failure,0
6030,57,retired,married,primary,no,4,no,no,cellular,21,jul,50,5,-1,0,unknown,0
6031,57,retired,married,secondary,no,8,no,no,cellular,11,jul,93,2,-1,0,unknown,0
6032,32,technician,divorced,secondary,no,75,no,no,unknown,16,may,129,1,-1,0,unknown,0
6033,35,management,single,tertiary,no,996,no,no,unknown,20,jun,17,2,-1,0,unknown,0
6034,29,blue-collar,single,tertiary,no,251,no,no,cellular,29,jan,212,1,-1,0,unknown,0
6035,72,management,married,tertiary,no,7003,no,no,telephone,24,jul,116,3,-1,0,unknown,0
6036,42,services,divorced,secondary,no,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,0
6037,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,0
6038,39,technician,married,primary,no,644,yes,no,unknown,15,may,110,1,-1,0,unknown,0
6039,39,retired,married,secondary,no,-160,yes,no,unknown,11,jun,203,4,-1,0,unknown,0
6040,37,admin.,single,secondary,no,0,no,no,cellular,9,jul,397,6,-1,0,unknown,0
6041,22,student,single,secondary,no,4038,yes,no,cellular,15,may,1380,1,-1,0,unknown,0
6042,32,management,single,tertiary,no,394,yes,no,unknown,8,may,466,2,-1,0,unknown,0
6043,29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown,0
6044,31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,2,-1,0,unknown,0
6045,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,0
6046,38,admin.,single,secondary,no,18,no,no,cellular,13,may,296,1,366,6,failure,0
6047,27,management,single,secondary,no,116,yes,no,cellular,6,feb,138,2,-1,0,unknown,0
